,2159359786,2582458400,2654264148,3308150982,3413759796,3643747759,3850565523,4569859790,5246759857,5452766296,5452799100,5452799200,5452799400,5687959787,7133245688,7940559597,8331744407,8481959000,8711753003
2018-03-30,2700.1230299352374,9658.71797170398,1446.2831280723483,3968.0111817593843,13217.62273129868,11687.47398071858,1675.7588176756371,6615.985079987829,4470.726980034619,2978.2794224793643,1514.0,2645.611435641232,13355.997997912753,4934.6845623763165,9292.620252042474,4626.765630545058,5382.171545328832,3015.775900060255,644.9553219236625
2018-03-31,2701.5291445094317,9674.977606402212,1448.3466043395829,3968.0195687430323,13219.853280326293,11688.10543961729,1678.2743174184338,6621.526388783391,4470.600319375093,2982.8764874946423,1514.0,2644.4715624287333,13385.997917317627,4947.273563527192,9298.401011259815,4633.693835466633,5388.135412098583,3019.8184624964792,644.996610868193
2018-04-01,2702.7678726370787,9689.38565957646,1448.2462654639614,3968.0258969843776,13222.628044583967,11688.86937533664,1682.0414281873507,6630.138392811768,4470.495720644895,2987.8537762943456,1514.0,2646.4381635603013,13415.997790247466,4960.932717225713,9305.879742454052,4639.954821845154,5407.582063616007,3022.772552746975,645.2380546251679
2018-04-02,2703.935189311747,9705.464856379262,1449.8272603835046,3968.029547368513,13225.694033005793,11688.903332968675,1685.8218029106197,6635.9657411471135,4470.483832262366,2992.252287941415,1514.0,2651.1317902094124,13445.997631067492,4975.688080249252,9314.25238294148,4644.442149151173,5427.433148965537,3026.4222476635646,645.179626928777
2018-04-03,2704.737350355779,9718.596981002596,1449.2652460576362,3968.030605122895,13228.56674722522,11689.71532266764,1686.4970781142486,6637.104226958219,4470.558811739765,2996.2918466709352,1514.0,2702.03113921534,13475.99745617976,4983.46231932446,9325.656597205925,4649.9230013531,5443.84862447798,3026.719404704709,645.52136796685
2018-04-04,2704.75599146548,9733.849067140043,1449.411225394148,3968.0297169544683,13230.87019815483,11690.307724140099,1688.2562967866209,6641.482148170559,4470.653411561466,2999.6599907667255,1514.0,2600.7679737141025,13505.997277830334,4986.14052768213,9341.029273526012,4656.965042578979,5460.741551025151,3028.9083692097774,645.5632258267144
2018-04-05,2704.02831632518,9745.30808088858,1451.4896414839816,3968.027844880074,13232.551070934214,11690.299365938301,1692.8674264626172,6653.229386258407,4470.723395015051,3003.606871101982,1514.0,2647.9220683541243,13535.997098889637,4999.096810176322,9355.490992654572,4664.990180167859,5501.68735342627,3035.180362560357,645.40525333709
2018-04-06,2703.0930074824373,9756.72973226501,1452.9527613513408,3968.0259963609565,13233.79544648925,11690.104377213647,1696.8074125202183,6661.983316001511,4470.7811559766205,3008.6838417038102,1514.0,2591.0594410182607,13565.996912447796,5006.928391164922,9370.798002614041,4670.712630692171,5505.434227362421,3038.3884358320697,645.1474140462581
2018-04-07,2702.4743919972902,9767.241068217034,1453.8433677173894,3968.0249951909873,13234.858383692363,11690.240598683404,1699.469514460094,6668.239293729705,4470.800554382457,3013.5221483057967,1514.0,2722.6982046933094,13595.996711234253,5016.555051568163,9387.668015626905,4677.1879608144,5516.775712201814,3040.418815771411,645.0897345438973
2018-04-08,2702.4558389436975,9784.113280130727,1457.4421152982936,3968.027390689887,13237.016695269944,11690.562631941146,1705.2672285916237,6678.6719086322455,4470.646958418625,3020.4049297291517,1514.0,2658.8269020085795,13625.994834067546,5029.842795341099,9393.242492958909,4683.801792858391,5525.3716421768595,3046.231801014371,645.2321757833448
2018-04-09,2703.5865368359655,9799.828487242807,1459.7823205080213,3968.03652113982,13238.594068261864,11690.910832079711,1709.1133657772002,6686.424784775922,4470.45613504634,3025.6843521659116,1514.0,2655.438338026589,13655.99480445305,5045.466164209145,9395.889351712734,4690.767367430691,5569.598269091513,3049.2389740702342,645.1713727735989
2018-04-10,2704.99265141016,9816.088121941038,1461.8457967752558,3968.044908123468,13240.824617289478,11691.542290978421,1711.628865519997,6691.966093571484,4470.329474386814,3030.281417181189,1514.0,2654.29846481409,13685.994723857924,5058.055165360021,9401.670110930074,4697.695572352264,5575.562135861265,3053.281536506459,645.2126617181293
2018-04-11,2706.231379537807,9830.496175115284,1461.7454578996342,3968.051236364813,13243.599381547152,11692.306226697772,1715.3959762889137,6700.578097599861,4470.224875656616,3035.2587059808925,1514.0,2656.265065945658,13715.994596787763,5071.714319058542,9409.148842124312,4703.956558730785,5595.008787378689,3056.2356267569544,645.4541054751044
2018-04-12,2707.398696212475,9846.575371918087,1463.3264528191773,3968.0548867489483,13246.665369968976,11692.340184329807,1719.1763510121827,6706.405445935206,4470.212987274086,3039.657217627962,1514.0,2660.958692594769,13745.994437607787,5086.469682082081,9417.521482611739,4708.443886036806,5614.859872728219,3059.885321673544,645.3956777787134
2018-04-13,2708.2008572565073,9859.707496541423,1462.7644384933092,3968.0559445033305,13249.538084188405,11693.152174028772,1719.8516262158118,6707.543931746312,4470.287966751484,3043.696776357482,1514.0,2711.858041600696,13775.994262720056,5094.243921157289,9428.925696876184,4713.924738238732,5631.275348240661,3060.1824787146884,645.7374188167864
